station_id,station_type,timestamp,pm25,pm10,no2,o3,so2,co,temperature,humidity
ST003,residential,2025-11-01 01:00:00,26.45,0.0,,50.33,11.2,0.76,28.5,76.3
ST003,residential,2025-11-01 02:00:00,23.0,48.03,28.49,23.44,14.16,0.88,19.3,31.0
ST003,residential,2025-11-01 03:00:00,23.85,29.97,,39.64,4.99,0.75,11.2,62.3
ST003,residential,2025-11-01 04:00:00,15.41,38.3,30.74,34.12,9.65,0.46,16.6,48.6
ST003,residential,2025-11-01 05:00:00,27.88,34.97,34.0,37.46,9.36,0.75,24.0,43.4
ST003,residential,2025-11-01 06:00:00,31.33,49.16,20.6,43.09,9.22,0.68,14.8,67.3
ST003,residential,2025-11-01 07:00:00,33.11,67.8,21.4,41.68,12.54,1.15,27.4,59.0
ST003,residential,2025-11-01 08:00:00,28.81,35.3,25.34,15.32,8.46,0.86,23.9,62.0
ST003,residential,2025-11-01 09:00:00,25.9,31.15,33.89,27.18,12.3,1.24,15.1,69.4
ST003,residential,2025-11-01 10:00:00,3.33,12.61,6.53,35.94,11.54,1.07,26.7,58.0
ST003,residential,2025-11-01 11:00:00,19.28,30.22,14.29,33.03,6.5,0.83,21.7,59.2
ST003,residential,2025-11-01 12:00:00,0.0,25.35,43.6,40.13,13.43,0.81,29.7,68.6
ST003,residential,2025-11-01 13:00:00,32.6,16.96,21.95,49.07,10.41,1.12,30.4,44.0
ST003,residential,2025-11-01 14:00:00,20.97,25.88,15.49,31.99,7.28,0.84,19.1,62.8
ST003,residential,2025-11-01 15:00:00,33.86,31.96,25.31,59.92,11.01,0.79,20.0,68.7
ST003,residential,2025-11-01 16:00:00,15.15,27.18,21.43,46.14,12.41,0.69,19.3,55.9
ST003,residential,2025-11-01 17:00:00,9.87,56.29,,35.93,7.99,1.59,28.0,76.9
ST003,residential,2025-11-01 18:00:00,41.82,40.63,22.48,38.38,8.88,1.26,22.2,40.9
ST003,residential,2025-11-01 19:00:00,,47.96,46.87,,8.62,1.28,18.3,61.7
ST003,residential,2025-11-01 20:00:00,11.74,18.77,21.05,41.96,6.33,0.38,33.3,57.7
ST003,residential,2025-11-01 21:00:00,13.3,49.83,17.47,48.84,11.14,0.77,16.9,53.4
ST003,residential,2025-11-01 22:00:00,10.7,47.82,20.7,37.88,5.25,0.72,19.9,60.0
ST003,residential,2025-11-01 23:00:00,30.33,20.25,32.37,31.61,7.72,0.6,21.2,77.2
ST004,traffic,2025-11-01 00:00:00,12.78,78.25,9.53,,7.73,0.59,21.1,69.7
ST004,traffic,2025-11-01 01:00:00,29.89,59.89,,27.08,10.37,0.98,27.0,43.1
ST004,traffic,2025-11-01 02:00:00,27.03,86.19,11.96,64.93,9.24,0.61,21.9,74.2
ST004,traffic,2025-11-01 03:00:00,12.11,82.04,13.18,28.36,5.67,1.07,28.7,81.8
ST004,traffic,2025-11-01 04:00:00,,44.19,25.22,31.55,7.65,0.93,27.3,74.9
ST004,traffic,2025-11-01 05:00:00,24.99,54.1,24.59,50.12,9.31,1.26,18.7,45.5
ST004,traffic,2025-11-01 06:00:00,44.78,45.4,25.23,41.06,8.48,0.57,23.4,41.4
ST004,traffic,2025-11-01 07:00:00,61.09,85.62,27.63,30.88,5.44,1.02,29.3,56.9
ST004,traffic,2025-11-01 08:00:00,34.29,97.77,31.29,36.18,8.33,1.4,21.7,62.7
ST004,traffic,2025-11-01 09:00:00,29.77,91.91,29.99,45.96,10.02,1.4,17.1,55.3
ST004,traffic,2025-11-01 10:00:00,38.27,75.62,19.0,24.94,10.75,0.85,30.0,43.0
ST004,traffic,2025-11-01 11:00:00,,72.51,26.86,29.64,17.12,0.91,20.7,66.0
ST004,traffic,2025-11-01 12:00:00,20.03,80.34,22.44,46.47,5.72,1.07,29.1,47.5
ST004,traffic,2025-11-01 13:00:00,31.96,74.19,15.51,40.62,7.99,0.87,27.0,58.6
ST004,traffic,2025-11-01 14:00:00,26.08,55.42,18.01,53.64,7.75,0.56,23.3,58.9
ST004,traffic,2025-11-01 15:00:00,28.95,44.59,24.15,50.56,5.73,1.03,26.7,43.0
ST004,traffic,2025-11-01 16:00:00,32.06,72.63,13.65,48.41,8.53,0.9,19.8,68.8
ST004,traffic,2025-11-01 17:00:00,66.98,92.59,34.43,55.66,10.21,1.29,18.8,58.2
ST004,traffic,2025-11-01 18:00:00,47.05,89.91,34.68,63.06,12.83,1.01,22.5,66.2
ST004,traffic,2025-11-01 19:00:00,40.93,82.53,31.29,36.97,13.63,0.8,24.5,75.9
ST004,traffic,2025-11-01 20:00:00,23.23,66.41,29.49,66.5,8.32,0.69,15.5,37.4
ST004,traffic,2025-11-01 21:00:00,38.34,52.04,5.55,35.0,10.57,0.81,21.5,63.0
ST004,traffic,2025-11-01 22:00:00,23.17,46.59,37.6,65.91,7.28,1.01,21.8,63.9
ST004,traffic,2025-11-01 23:00:00,37.07,39.95,22.91,37.47,13.52,0.6,22.2,69.5
ST005,background,2025-11-01 00:00:00,38.83,54.29,28.22,43.02,13.94,0.71,16.1,54.0
ST005,background,2025-11-01 01:00:00,16.08,2.73,18.65,50.19,9.26,0.89,23.2,63.7
ST005,background,2025-11-01 02:00:00,0.0,15.27,27.66,39.78,7.82,0.83,30.7,84.8
ST005,background,2025-11-01 03:00:00,19.47,40.27,33.85,27.92,8.23,0.6,26.4,36.1
ST005,background,2025-11-01 04:00:00,0.0,0.92,21.8,34.08,4.96,0.79,22.9,47.1
ST005,background,2025-11-01 05:00:00,18.54,23.1,23.48,52.13,11.04,0.89,19.9,40.9
ST005,background,2025-11-01 06:00:00,4.25,16.65,7.62,38.02,11.32,1.09,22.4,55.9
ST005,background,2025-11-01 07:00:00,27.3,14.17,28.53,29.01,10.75,1.09,12.3,43.5
ST005,background,2025-11-01 08:00:00,20.36,43.71,17.2,42.53,7.43,0.79,23.1,44.1
ST005,background,2025-11-01 09:00:00,24.21,23.82,45.53,30.37,9.26,1.19,20.6,69.9
ST005,background,2025-11-01 10:00:00,18.0,40.52,18.85,44.88,12.22,1.12,21.6,61.5
ST005,background,2025-11-01 11:00:00,11.39,26.71,21.16,24.33,8.58,0.64,24.1,70.5
ST005,background,2025-11-01 12:00:00,11.0,34.79,29.05,5.48,13.08,0.82,17.3,60.1
ST005,background,2025-11-01 13:00:00,0.0,35.69,12.59,15.69,9.78,0.87,19.5,51.1
ST005,background,2025-11-01 14:00:00,,27.91,32.34,28.01,11.2,0.89,23.3,32.5
ST005,background,2025-11-01 15:00:00,,48.62,20.08,25.39,8.51,0.78,13.7,49.9
ST005,background,2025-11-01 16:00:00,9.77,30.21,19.76,32.52,7.71,0.95,19.6,30.0
ST005,background,2025-11-01 17:00:00,18.1,46.05,30.24,35.76,6.74,1.02,23.9,60.8
ST005,background,2025-11-01 18:00:00,21.76,20.75,34.31,32.8,10.79,1.18,28.3,84.0
ST005,background,2025-11-01 19:00:00,17.88,12.66,18.07,29.14,9.98,0.99,18.7,40.2
ST005,background,2025-11-01 20:00:00,13.95,13.56,7.93,40.82,10.61,0.79,14.3,76.9
ST005,background,2025-11-01 21:00:00,2.49,0.0,27.61,38.62,12.1,1.0,16.9,74.8
ST005,background,2025-11-01 22:00:00,30.35,6.63,13.62,45.11,8.74,0.6,22.5,56.6
ST005,background,2025-11-01 23:00:00,0.0,23.41,23.04,50.53,4.19,0.63,19.8,53.2
ST001,urban,2025-11-02 00:00:00,19.71,43.92,17.06,44.56,10.65,0.93,16.6,57.6
ST001,urban,2025-11-02 01:00:00,25.73,51.1,20.83,28.82,10.88,1.01,29.5,47.0
ST001,urban,2025-11-02 02:00:00,22.91,61.71,29.92,59.54,12.62,1.13,33.3,53.6
ST001,urban,2025-11-02 03:00:00,28.32,25.49,20.7,53.94,6.38,0.41,22.6,46.9
ST001,urban,2025-11-02 04:00:00,29.72,42.36,23.46,50.8,7.06,0.93,25.1,64.6
ST001,urban,2025-11-02 05:00:00,17.75,55.43,10.89,44.61,7.43,0.7,16.0,61.8
ST001,urban,2025-11-02 06:00:00,28.57,42.56,34.04,33.16,13.57,0.77,26.5,42.5
ST001,urban,2025-11-02 07:00:00,31.17,91.72,31.92,38.79,14.39,1.15,12.1,53.9
ST001,urban,2025-11-02 08:00:00,22.03,56.1,28.92,37.88,12.74,0.79,32.8,91.5
ST001,urban,2025-11-02 09:00:00,49.16,73.45,27.85,28.63,14.56,1.14,27.0,81.5
ST001,urban,2025-11-02 10:00:00,24.36,13.45,18.76,37.78,4.81,0.47,18.8,68.9
ST001,urban,2025-11-02 11:00:00,28.88,13.98,27.89,41.94,5.54,0.96,20.8,80.3
ST001,urban,2025-11-02 12:00:00,36.26,22.46,14.95,21.53,4.97,1.0,32.1,60.0
ST001,urban,2025-11-02 13:00:00,12.46,33.02,9.56,46.38,9.65,0.57,28.2,61.1
ST001,urban,2025-11-02 14:00:00,21.91,32.85,9.94,51.64,14.52,0.76,22.2,62.0
ST001,urban,2025-11-02 15:00:00,39.2,63.78,16.67,63.08,5.26,0.9,25.4,61.0
ST001,urban,2025-11-02 16:00:00,31.81,33.22,22.05,31.59,9.23,0.72,19.7,64.5
ST001,urban,2025-11-02 17:00:00,50.51,97.2,26.37,60.09,9.97,1.21,19.3,62.4
ST001,urban,2025-11-02 18:00:00,35.89,88.64,31.13,33.73,11.58,1.31,13.9,73.7
ST001,urban,2025-11-02 19:00:00,43.03,67.24,29.17,48.88,9.0,1.37,18.5,61.1
ST001,urban,2025-11-02 20:00:00,16.96,43.17,23.54,56.18,10.46,0.7,20.1,51.7
ST001,urban,2025-11-02 21:00:00,37.98,41.66,18.84,38.0,9.01,0.92,31.7,94.4
ST001,urban,2025-11-02 22:00:00,23.74,65.32,12.72,46.76,11.33,1.06,15.0,49.1
ST001,urban,2025-11-02 23:00:00,32.46,42.14,22.01,68.4,7.48,0.91,22.4,56.6
ST002,industrial,2025-11-02 00:00:00,49.2,58.74,26.77,32.12,14.18,0.49,24.1,60.1
ST002,industrial,2025-11-02 01:00:00,32.05,72.45,19.07,45.32,5.26,1.04,24.0,60.6
ST002,industrial,2025-11-02 02:00:00,37.82,43.06,8.49,56.23,9.49,1.28,19.8,65.2
ST002,industrial,2025-11-02 03:00:00,29.74,45.15,23.01,40.23,9.58,0.96,21.0,55.1
ST002,industrial,2025-11-02 04:00:00,21.33,71.02,25.81,40.3,9.35,0.82,23.7,53.7
ST002,industrial,2025-11-02 05:00:00,30.76,46.46,11.1,26.12,15.57,0.64,16.8,52.3
ST002,industrial,2025-11-02 06:00:00,,76.83,22.34,55.06,14.47,1.04,17.0,96.1
ST002,industrial,2025-11-02 07:00:00,43.43,112.47,38.1,38.83,7.84,1.55,19.1,49.7
ST002,industrial,2025-11-02 08:00:00,55.44,106.4,32.44,46.0,11.21,1.15,23.3,66.4
ST002,industrial,2025-11-02 09:00:00,59.85,114.42,38.09,50.24,11.3,1.39,28.1,58.6
ST002,industrial,2025-11-02 10:00:00,19.97,72.92,23.42,35.74,9.88,0.59,25.1,62.6
ST002,industrial,2025-11-02 11:00:00,52.54,78.75,26.72,21.15,3.68,0.64,17.3,39.4
ST002,industrial,2025-11-02 12:00:00,24.88,72.91,29.22,38.4,9.01,0.86,25.5,39.6
ST002,industrial,2025-11-02 13:00:00,40.9,86.8,24.68,21.84,6.54,1.0,25.0,88.7
ST002,industrial,2025-11-02 14:00:00,28.67,99.06,18.72,,12.36,0.58,25.0,74.9
ST002,industrial,2025-11-02 15:00:00,33.0,76.93,7.31,36.54,7.2,0.8,16.3,60.6
ST002,industrial,2025-11-02 16:00:00,52.41,51.58,32.1,41.93,17.09,0.86,27.9,83.6
ST002,industrial,2025-11-02 17:00:00,60.49,117.91,25.49,37.97,12.72,1.19,30.1,58.2
ST002,industrial,2025-11-02 18:00:00,61.42,116.09,,32.72,7.82,1.07,26.3,47.0
ST002,industrial,2025-11-02 19:00:00,63.84,113.63,25.24,,8.99,1.21,16.0,68.6
ST002,industrial,2025-11-02 20:00:00,26.54,52.85,19.24,34.59,16.05,0.95,19.3,76.2
ST002,industrial,2025-11-02 21:00:00,35.66,69.64,8.89,53.82,7.02,0.73,18.7,19.5
ST002,industrial,2025-11-02 22:00:00,23.84,85.72,32.65,41.16,10.29,0.38,15.8,55.6
ST002,industrial,2025-11-02 23:00:00,8.18,76.82,27.25,29.96,16.96,0.67,28.9,72.8
ST003,residential,2025-11-02 00:00:00,5.98,56.2,18.37,50.65,13.49,0.54,24.9,29.4
ST003,residential,2025-11-02 01:00:00,29.76,33.75,23.99,32.11,7.49,0.98,22.0,55.1
ST003,residential,2025-11-02 02:00:00,15.3,38.85,21.51,38.66,9.59,0.7,31.4,68.3
ST003,residential,2025-11-02 03:00:00,,41.55,14.26,27.27,17.76,1.05,29.3,51.8
ST003,residential,2025-11-02 04:00:00,26.26,50.68,25.05,48.21,10.73,0.79,29.2,90.9
ST003,residential,2025-11-02 05:00:00,11.01,23.68,25.83,24.89,8.4,0.91,22.2,65.8
ST003,residential,2025-11-02 06:00:00,18.18,45.67,4.21,37.03,13.27,0.92,24.0,75.1
ST003,residential,2025-11-02 07:00:00,5.44,52.18,31.15,29.63,10.65,1.64,24.7,62.6
ST003,residential,2025-11-02 08:00:00,,42.3,36.09,40.21,13.1,1.52,16.9,66.4
ST003,residential,2025-11-02 09:00:00,23.53,36.49,34.36,20.78,10.01,1.35,17.1,43.3
ST003,residential,2025-11-02 10:00:00,16.37,20.61,31.68,47.5,7.41,0.82,18.4,59.8
ST003,residential,2025-11-02 11:00:00,2.63,28.01,10.63,58.88,9.7,0.7,26.5,62.9
ST003,residential,2025-11-02 12:00:00,16.62,37.61,15.41,21.03,11.82,0.78,18.9,41.4
ST003,residential,2025-11-02 13:00:00,20.47,26.28,23.35,36.22,11.6,0.82,27.8,66.3
ST003,residential,2025-11-02 14:00:00,0.7,30.76,18.13,26.43,11.51,0.93,21.3,92.7
ST003,residential,2025-11-02 15:00:00,12.16,24.45,20.85,33.77,13.68,0.79,13.7,65.2
ST003,residential,2025-11-02 16:00:00,26.59,19.73,15.11,60.15,11.04,1.08,24.1,85.1
ST003,residential,2025-11-02 17:00:00,42.04,54.53,37.94,48.35,6.94,1.05,24.4,61.7
ST003,residential,2025-11-02 18:00:00,23.82,77.93,39.64,57.31,7.89,1.27,25.5,70.1
ST003,residential,2025-11-02 19:00:00,22.92,49.34,20.16,30.61,12.07,1.42,12.8,71.9
ST003,residential,2025-11-02 20:00:00,18.8,29.47,20.94,44.13,5.86,0.76,23.1,43.2
ST003,residential,2025-11-02 21:00:00,,43.53,20.13,26.59,9.07,0.69,20.2,51.8
ST003,residential,2025-11-02 22:00:00,35.97,47.42,35.38,36.33,3.18,0.72,12.3,72.7
ST003,residential,2025-11-02 23:00:00,13.67,0.0,14.57,48.17,14.27,1.08,19.2,47.0
ST004,traffic,2025-11-02 00:00:00,28.42,57.75,25.37,30.66,10.67,0.51,29.8,70.2
ST004,traffic,2025-11-02 01:00:00,0.0,74.78,13.66,31.66,12.24,0.8,29.3,50.9
ST004,traffic,2025-11-02 02:00:00,52.34,40.07,16.16,23.16,9.92,0.53,30.6,46.0
ST004,traffic,2025-11-02 03:00:00,35.78,33.27,20.33,63.13,13.89,0.85,9.8,55.7
ST004,traffic,2025-11-02 04:00:00,36.27,72.88,28.66,33.8,8.46,0.99,20.7,52.3
ST004,traffic,2025-11-02 05:00:00,29.96,84.77,14.38,29.47,4.52,0.83,17.1,64.8
ST004,traffic,2025-11-02 06:00:00,38.1,63.61,22.18,38.91,12.81,0.56,18.6,68.3
ST004,traffic,2025-11-02 07:00:00,51.38,64.59,38.44,44.26,7.84,1.09,17.3,76.1
ST004,traffic,2025-11-02 08:00:00,54.92,82.71,26.9,55.41,13.18,0.78,22.2,67.9
ST004,traffic,2025-11-02 09:00:00,64.19,106.06,39.05,31.93,17.33,1.21,20.6,70.4
ST004,traffic,2025-11-02 10:00:00,23.44,42.6,29.66,35.65,11.15,0.94,24.5,45.3
ST004,traffic,2025-11-02 11:00:00,15.51,76.23,25.97,38.62,8.84,0.61,17.2,76.9
ST004,traffic,2025-11-02 12:00:00,42.27,56.66,3.75,57.01,8.69,1.04,18.7,62.6
ST004,traffic,2025-11-02 13:00:00,30.36,75.12,22.33,46.09,9.76,0.65,25.8,64.7
ST004,traffic,2025-11-02 14:00:00,27.54,62.36,25.59,24.14,2.85,0.65,22.3,61.7
ST004,traffic,2025-11-02 15:00:00,28.77,33.35,0.0,64.17,11.05,1.17,29.9,68.4
ST004,traffic,2025-11-02 16:00:00,33.42,35.17,28.33,36.26,10.58,0.54,15.7,27.6
ST004,traffic,2025-11-02 17:00:00,,64.56,24.38,43.11,6.87,1.47,24.5,77.9
ST004,traffic,2025-11-02 18:00:00,43.52,105.52,22.52,64.84,7.82,1.35,20.1,76.8
ST004,traffic,2025-11-02 19:00:00,40.11,59.6,31.83,23.17,8.74,1.28,26.0,51.7
ST004,traffic,2025-11-02 20:00:00,24.51,62.35,14.7,29.92,9.93,1.06,24.2,62.5
ST004,traffic,2025-11-02 21:00:00,15.41,64.89,15.88,15.87,10.1,0.55,23.5,75.2
ST004,traffic,2025-11-02 22:00:00,15.06,60.56,23.3,48.63,1.84,1.14,18.2,93.2
ST004,traffic,2025-11-02 23:00:00,18.43,56.66,6.48,52.28,10.24,0.99,22.4,64.6
ST005,background,2025-11-02 00:00:00,6.68,21.84,25.22,27.44,6.35,0.72,18.3,59.9
ST005,background,2025-11-02 01:00:00,12.27,0.0,16.01,29.5,10.47,0.41,28.1,49.8
ST005,background,2025-11-02 02:00:00,25.12,18.64,30.69,38.38,10.59,1.0,18.0,72.8
ST005,background,2025-11-02 03:00:00,0.0,14.49,17.26,49.7,6.14,0.93,15.6,39.1
ST005,background,2025-11-02 04:00:00,18.04,21.21,22.06,43.7,8.17,0.66,26.1,64.8
ST005,background,2025-11-02 05:00:00,5.22,32.77,10.36,55.16,8.1,0.67,19.3,52.3
ST005,background,2025-11-02 06:00:00,14.55,26.31,18.27,27.29,11.84,0.86,18.8,68.4
ST005,background,2025-11-02 07:00:00,34.51,10.47,32.33,57.76,8.33,0.88,20.9,30.8
ST005,background,2025-11-02 08:00:00,26.97,54.94,38.47,25.38,6.16,1.31,17.7,68.9
ST005,background,2025-11-02 09:00:00,15.3,11.85,19.46,39.04,10.12,1.26,22.6,63.9
ST005,background,2025-11-02 10:00:00,16.11,20.64,28.45,35.74,8.72,0.67,20.6,46.5
ST005,background,2025-11-02 11:00:00,2.58,15.69,16.42,32.12,9.15,0.82,22.1,48.2
ST005,background,2025-11-02 12:00:00,0.0,20.82,27.23,37.35,11.5,0.96,13.2,66.0
ST005,background,2025-11-02 13:00:00,27.04,8.15,16.63,38.03,8.49,1.21,19.8,53.1
ST005,background,2025-11-02 14:00:00,17.83,8.24,28.29,50.86,10.33,0.83,24.1,70.4
ST005,background,2025-11-02 15:00:00,16.67,10.13,19.75,35.68,9.62,0.6,29.5,49.5
ST005,background,2025-11-02 16:00:00,,24.35,27.83,32.66,12.31,0.51,33.5,44.7
ST005,background,2025-11-02 17:00:00,,34.06,33.85,50.21,11.01,1.09,19.6,81.5
ST005,background,2025-11-02 18:00:00,24.87,30.58,27.96,54.76,10.66,0.98,23.0,50.9
ST005,background,2025-11-02 19:00:00,19.6,20.16,30.13,53.71,6.44,1.21,20.9,50.9
ST005,background,2025-11-02 20:00:00,7.47,18.78,22.85,51.49,13.44,0.36,22.6,41.6
ST005,background,2025-11-02 21:00:00,0.0,14.42,2.21,20.0,10.12,0.72,15.4,49.2
ST005,background,2025-11-02 22:00:00,17.66,28.43,36.29,44.21,9.51,0.84,23.7,42.9
ST005,background,2025-11-02 23:00:00,11.1,11.54,27.49,35.47,9.92,0.9,24.0,47.3
ST001,urban,2025-11-03 00:00:00,29.71,83.34,25.76,46.08,7.42,0.82,18.4,61.3
ST001,urban,2025-11-03 01:00:00,20.29,69.96,18.53,21.67,13.36,1.12,18.7,59.1
ST001,urban,2025-11-03 02:00:00,23.59,66.81,23.36,,11.28,1.06,22.6,40.7
ST001,urban,2025-11-03 03:00:00,38.81,81.41,30.8,45.13,6.8,1.13,20.8,57.2
ST001,urban,2025-11-03 04:00:00,18.23,66.26,39.63,50.36,13.3,1.09,26.7,62.1
ST001,urban,2025-11-03 05:00:00,28.85,63.78,33.44,39.64,11.61,1.01,28.5,74.5
ST001,urban,2025-11-03 06:00:00,27.72,77.19,36.83,47.88,7.02,0.7,17.0,40.4
ST001,urban,2025-11-03 07:00:00,54.94,80.95,41.41,41.79,7.75,1.3,24.3,39.2
ST001,urban,2025-11-03 08:00:00,41.72,74.1,,12.14,10.99,1.43,26.3,57.1
ST001,urban,2025-11-03 09:00:00,52.32,90.83,48.64,32.76,7.62,1.19,24.3,59.6
ST001,urban,2025-11-03 10:00:00,30.05,67.97,25.69,41.75,12.64,0.96,24.4,45.3
ST001,urban,2025-11-03 11:00:00,44.69,60.07,29.25,45.98,9.62,0.67,28.8,44.0
ST001,urban,2025-11-03 12:00:00,40.8,76.34,,35.35,5.0,0.75,26.8,73.1
ST001,urban,2025-11-03 13:00:00,20.71,33.14,25.05,46.39,8.06,0.37,18.1,64.5
ST001,urban,2025-11-03 14:00:00,25.71,68.15,17.45,38.58,5.6,0.83,16.6,57.9
ST001,urban,2025-11-03 15:00:00,44.22,99.68,48.69,14.16,8.81,0.53,29.6,72.8
ST001,urban,2025-11-03 16:00:00,19.43,91.49,47.85,13.44,11.9,0.8,14.7,61.5
ST001,urban,2025-11-03 17:00:00,37.98,117.22,28.06,28.75,12.38,1.01,28.0,48.7
ST001,urban,2025-11-03 18:00:00,32.66,90.53,59.5,47.93,10.53,1.03,27.5,46.1
ST001,urban,2025-11-03 19:00:00,62.58,83.28,45.33,40.32,10.56,1.26,17.7,62.1
ST001,urban,2025-11-03 20:00:00,39.34,57.72,31.35,48.96,12.86,0.6,24.1,80.7
ST001,urban,2025-11-03 21:00:00,41.97,61.88,29.05,44.97,7.79,1.0,17.2,53.7
ST001,urban,2025-11-03 22:00:00,33.6,53.33,36.36,36.65,5.89,0.83,17.8,52.6
ST001,urban,2025-11-03 23:00:00,41.56,73.31,31.08,28.49,1.71,0.56,28.7,61.2
ST002,industrial,2025-11-03 00:00:00,,89.78,33.76,46.51,7.21,0.91,19.6,68.2
ST002,industrial,2025-11-03 01:00:00,55.19,93.19,25.19,37.14,13.23,0.75,21.1,56.8
ST002,industrial,2025-11-03 02:00:00,54.8,102.88,29.76,21.92,13.75,0.38,19.1,57.0
ST002,industrial,2025-11-03 03:00:00,65.93,93.97,20.02,52.27,12.82,1.0,16.5,77.0
